title,date_or_period,author_or_creator,description_or_abstract,url_to_original_object,manuscript_id_or_shelfmark,trove_category,trove_id,trove_url
"Östlicher Mittelmeerraum und Mesopotamien, Armenisches und Georgisches Christentum, 1878-1914 : Eastern Mediterranean and Mesopotamia, Armenian and Georgian Christianity, 1878-1914 / Auto, Robert H. Hewsen ; Kartograph, Christian Bandomer",1990,"Hewsen, Robert H",,https://trove.nla.gov.au/work/21190113,held,image,21190113,https://trove.nla.gov.au/work/21190113
Caucasus scale 1:650 000 : waterproof / ITM,2007,International Travel Maps (Firm),,https://trove.nla.gov.au/work/33796996,held,image,33796996,https://trove.nla.gov.au/work/33796996
"Vorderer Orient : Romer und Parther (14-138 n. Chr.) = Middle East, Romans and Parthians (14-138 a.d.) / autoren: Irene Pill-Rademacher et. al. ; Kartograph: Horst Pohlmann ; Kartographische Gesamtleitung: Wolfgang Denk",1988,"Pill-Rademacher, Irene",,https://trove.nla.gov.au/work/35375797,,image,35375797,https://trove.nla.gov.au/work/35375797
1915-22 tʻtʻ. Hayotsʻ Tsʻeghaspanoētʻyoēně,2010,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/224123300,7339982 - MAP G7431.S6 1922,image,224123300,https://trove.nla.gov.au/work/224123300
"Southern Russia and Transcaucasia 1:100,000 / Generalʹnyĭ shtab",1972-2000,Soviet Union. Sovetskai︠a︡ Armii︠a︡. Generalʹnyĭ shtab,,http://nla.gov.au/nla.obj-711074901-t,7795619 - Internet,image,232569042,https://trove.nla.gov.au/work/232569042
Kaukasus : Caucasus = Caucase = Cáucaso / Reise Know-How,2014,Reise Know-How Verlag,,https://trove.nla.gov.au/work/194578481,held,image,194578481,https://trove.nla.gov.au/work/194578481
"Carte des pays voisins de la Mer Caspiene : dressée pour lusage du Roy sur la carte de cette mer faite par lordre du Czar sur les memoires manuscrits de Soskam-Sabbas, Prince de Georgie, sur ceux de Mrs. Crusius, Zurabek et Fabritius, ambassadeurs a la cour de Perse et sur les éclairissemens tirez dun grand nombre de persones intelligentes du pais /cassujetie aux observations astronomiques par G. Delisle Geog. de lAcad. Roy. des Scien",1730-1733,"LIsle, Guillaume de, 1675-1726",,http://nla.gov.au/nla.obj-231199961-t,"3415892 - MAP RM 159, 3295333 - MAP Ra 26",image,30532288,https://trove.nla.gov.au/work/30532288
"Hayotsʻ mets egheṛně : Armenian genocide : 100, 1915-2015, 1894-96, 1909, 1915-22 / author, G. Beglaryan ; project A. Muradyan",2015,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/231807522,7787212 - MAP G7431.S6 2015,image,231807522,https://trove.nla.gov.au/work/231807522
Topograficheskai︠a︡ karta Sovetskogo Soi︠u︡za masshtaba 1:200 000,1979,Soviet Union. Glavnoe upravlenie geodezii i kartografii,,http://nla.gov.au/nla.obj-234033268-t,4977559 - MAP G3200 s200,image,255539431,https://trove.nla.gov.au/work/255539431
Ethnolinguistic groups in the Caucasus region,1992-1995,United States. Central Intelligence Agency,,https://nla.gov.au/nla.obj-2075034745-t,"8123590 - MAP G7121.E3 1995, 8123587 - MAP G7121.E3 1993, 8123580 - MAP G7121.E3 1992",image,10854168,https://trove.nla.gov.au/work/10854168
"5ti verstnai︠a︡ karta Kavkaza, s prilezhashchemi chasti︠a︡mi Turt︠s︡īi i Persīi / Voenno-topograficheskīĭ otdi︠e︡l",1880-1917,Russia. Kavkazskīĭ voennyĭ okrug. Voenno-topograficheskīĭ otdi︠e︡l,,http://nla.gov.au/nla.obj-892588349-t,7899046 - MAP G7120 s210,image,12552418,https://trove.nla.gov.au/work/12552418
The Daily Telegraph war map of Egypt and the Near East. (no. 6) / by Alexander Gross,1918,"Gross, Alexander, 1879-1958","Scale ca. 1:42,240,000; 100 mi. to 1 1/2 in. (E 18°--E 40°/N 16°--N 31°)",https://nla.gov.au/nla.obj-233672692-t,,image,247835755,https://trove.nla.gov.au/work/247835755
Eastern Turkey and vicinity / Central Intelligence Agency,2002,United States. Central Intelligence Agency,,https://nla.gov.au/nla.obj-2971062973-t,960592 - MAP G7430 2002,image,16638990,https://trove.nla.gov.au/work/16638990
Hayastan cartografic material / patrastetsʻin Garin Hambarean ew Hakob Latoyean,2000,"Hambarean, Garin",,https://trove.nla.gov.au/work/248597384,,image,248597384,https://trove.nla.gov.au/work/248597384
Haykakan leṛnashkharhi hushardzanner / nakhagitsě--A. Muradyan ; heginak--Kollazh SPĚ = Monuments of Armenian Highland / Collage Agency ; project--A. Mouradyan ; author--Collage Ltd,2003-2005,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/182834728,,image,182834728,https://trove.nla.gov.au/work/182834728
Map of Asia minor : to illustrate the journeys of W. I. Hamilton esqr. 1836-1837 / compiled from original documents by John Arrowsmith,1842,"Arrowsmith, John, 1790-1873",,https://nla.gov.au/nla.obj-2905366209-t,484091 - MAP Ra 112,image,19461198,https://trove.nla.gov.au/work/19461198
"Mapa departamental, Quindío, 1:100.000 : compatible GPS / mapa elaborado por el Instituto Geográfico Agustín Codazzi, apoyado en la red geodésica y con base en cartografía básica a escalas 1:25.000 y 1:100.000 e imágenes de satélite Landsat ETM 9-57 de 2002",2006,"Instituto Geográfico ""Agustín Codazzi",,https://trove.nla.gov.au/work/247921319,,image,247921319,https://trove.nla.gov.au/work/247921319
Asia secunda pars terrae in forma Pegasir,1581,"Bünting, Heinrich, 1545-1606.",,http://digital.sl.nsw.gov.au/delivery/DeliveryManagerServlet?embedded=true&toolbar=false&dps_pid=IE3761847,Held,image,260730994,https://trove.nla.gov.au/work/260730994
Aprilean Egheṛni kʻartes,1965,"Khanzadian, Z. (Zadig), 1886-",,https://trove.nla.gov.au/work/251637509,,image,251637509,https://trove.nla.gov.au/work/251637509
Republic of Turkey : Turkiye Cumhuriyeti / Central Intelligence Agency,2002,United States. Central Intelligence Agency,,https://nla.gov.au/nla.obj-2971062488-t,592045 - MAP G7430 2002,image,16638874,https://trove.nla.gov.au/work/16638874
A new and accurate map of Turkey in Asia : from the best authorities,1808,"Brown, Thomas, active 1801-1808",,https://trove.nla.gov.au/work/20262141,3581679 - MAP Ra 77,image,20262141,https://trove.nla.gov.au/work/20262141
República de Colombia,1998,"Instituto Geográfico ""Agustín Codazzi."". Subdirección Cartográfica",,https://trove.nla.gov.au/work/247921218,,image,247921218,https://trove.nla.gov.au/work/247921218
"Zurzuna : 1:200,000 Turkey, Sheet A16 / compiled, drawn and reproduced by 19th Field Survey Coy., R.E. (88), Jan. 1942, from War Office black pulls of G.S.G.S. 4193",1942,"Great Britain. Army. Royal Engineers. Field Survey Company, 19th",,https://trove.nla.gov.au/work/37568637,G7430 s200,image,37568637,https://trove.nla.gov.au/work/37568637
"Carte générale de lAsie-Mineure, de lArménie, de la Syrie, de la Mésopotamie, du Caucase & / par A. H. Brué, géographe de S.A.R. Monsieur",1830-1832,"Brué, Adrien Hubert, 1786-1832",,https://trove.nla.gov.au/work/26890197,MAP Ra 107,image,26890197,https://trove.nla.gov.au/work/26890197
"Carte générale de lAsie-Mineure, de lArménie, de la Syrie, de la Mésopotamie, du Caucase & a / par A. H. Brué, géographe de S.A.R. Monsieur",1830-1832,"Brué, Adrien Hubert, 1786-1832",,https://trove.nla.gov.au/work/255457757,4513598 - MAP Ra 107,image,255457757,https://trove.nla.gov.au/work/255457757
Verschiedene propspecte der vornemsten stadten in Persien / Johann Baptist Homann,1762,"Homann, Johann Baptist, 1663-1724",,http://hdl.loc.gov/loc.gmd/g7421a.ct003749,,image,178088204,https://trove.nla.gov.au/work/178088204
"Angling in troubled waters : Der Fischfang im Trüben = La pêche en eau trouble = La pesca nelle acque turbes : a serio-comic map of Europe / by Fred. W. Rose, author of the ""octopus"" map of Europe ; Matt. Hewardine, from design by Fred. W. Rose",1899,"Rose, Fred. W. (Frederick W.)",,http://nla.gov.au/nla.obj-232519231-t,6492590 - MAP RM 4761,image,191187198,https://trove.nla.gov.au/work/191187198
"Eastern Europe 1:250,000 / prepared by the Army Map Service, Corps of Engineers, U.S. Army",1947-1952,United States. Army Map Service,,http://nla.gov.au/nla.obj-234188575-t,5080292 - MAP G7010 s250,image,19616662,https://trove.nla.gov.au/work/19616662
"La geografia di Claudio Tolomeo Alessandrino / nuovamente tradotta di Greco in Italiano da Girolamo Ruscelli, con espositioni del medesimo, particolar di luogo in luogo, & uni-versali sopra tutto il libro ..",1561,"Ptolemy, active 2nd century","LA GEOGRAFIA DI CLAVDIO TOLOMEO ALESSANDRINO, Nuouamente tradoţa di Greco in Italiano, DA GIROLAMO RVSCBLLI, Con Espositioni del medesimo, particolari di luogo in luogo, & uniuersati uersati sopra ...",https://nla.gov.au/nla.obj-477012129-t,,image,237506878,https://trove.nla.gov.au/work/237506878
"Russia : Ukraine, Belarus / Hema",2015,Hema Maps (Firm),,https://trove.nla.gov.au/work/245854550,8549788 - MAP G7001.P2 2015,image,245854550,https://trove.nla.gov.au/work/245854550
Serio-comic war map for the year 1877 / F.W. Rose,1877,"Rose, Fred. W. (Frederick W.)",,http://nla.gov.au/nla.obj-234412740-t,6289126 - MAP RM 4695,image,182071509,https://trove.nla.gov.au/work/182071509
Serio-comic war map for the year 1877 / by F.W. Rose,1877,"Rose, Fredk. W. (Frederick W.)",,https://trove.nla.gov.au/work/256430113,Held,image,256430113,https://trove.nla.gov.au/work/256430113
"Tubinger Atlas des Vorderen Orients / hrsg. vom Sonderforschungsbereich 19 ""Tubinger Atlas der Vorderen Orients"" d. Univ. Tubingen",1977-1994,"Sonderforschungsbereich 19 ""Tübinger Atlas des Vorderen Orients",,https://nla.gov.au/nla.obj-236093387-t,2725001 - MAP G7420 svar,image,9368091,https://trove.nla.gov.au/work/9368091
Religion in Seleukid Syria: gods at the crossroads (301-64 BC),2010,Nicholas Luke Wright,"The dissertation Religion in Seleukid Syria: gods at the crossroads (301-64 BC) takes an integrative approach to the study of Hellenistic cult and cultic practices across the Levant during the period of domination by the Seleukid dynasty. It employs a synthesis of archaeological, numismatic and historical evidence in order to establish an overview of religion in a period and region which is often under-represented in standard historical accounts, both ancient and modern. -- This study discusses religion on two principal levels, that of the state, and that of the individual communities which made up the state. An investigation of state attitudes towards religion discusses the manipulation of both Hellenic and indigenous beliefs by the king and his court in order to secure support among the military and the wider populace. It also places the establishment of the royal cult within this framework and illustrates how and why members of the royal family attained godhead in their own lifetime. With respect to individual communities, the study presents a series of case studies that explore the evidence for religious activity at a local and regional level. This principally takes the form of a study of cultic buildings, but encompasses issues of religious festivals and ritual activity where the evidence allows. -- The investigation of Syrian cult under the Seleukids has three principal outcomes. It documents one of the principal aspects of the lives of the past communities. Secondly it outlines the development of religious practices and expression in the region which was the birthplace of the modern worlds three most influential monotheistic religions. Finally, the research methodology allows religion to be used as a lens through which the wider processes of acculturation and rejection within a colonial context may be explored - processes which continue to effect our own increasingly cosmopolitan world.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34537226/thumb.png,,image,250661686,https://trove.nla.gov.au/work/250661686
"The Kingdom of Elymais (ca. 301 BC-224 AD): a comprehensive analysis (archaeological, artistic, and textual) of one of the most important minor reigns in southern Iran",2017,Davide Salaris,"The Seleucid and Arsacid periods (ca. 301 BC – 224 AD)‚ spanning the centuries from the end of the Achaemenid dynasty to the rise of the Sasanid empire with the arrival of Ardashir ‚ long persisted as one of the most obscure hiatus in the history of southwestern Iran. Although less renowned than its neighbours in the lowlands of Susiana and Mesopotamia, the Zagros-Bakhtiari highland (now the mountainous part of the Khuzestan‚ and the Kohgiluyeh and Buyer Ahmad provinces) represents nonetheless a distinctive cultural lens through which the heterogeneous socio-political dynamics about one of the most vital regions of western Asia may find an explanation. In this context‚ the last survival of the Elamite civilization clearly emerges in that small kingdom which was widely know during the antiquity by the name of Elymais. In reality, while Classical sources speak of Elymais, Mesopotamian authors reproposed the long-established designation of Elam, suggesting that this kingdom – so often overlooked in the academic world – was probably heir to the millennial Elamite kingship and culture. During the last few decades‚ scholars have moderately progressed to disclose a clearer picture of the Elymaean culture and its material evidence‚ even though a comprehensive study has remained surprisingly absent. This work investigates the origin and development of Elymais through both epigraphic and archaeological data‚ and reassessed its relevance placing it in the perspective of the latest archaeological and historical scholarship. A thorough analysis with the aim to confront th etopic of Elymais from all sides (textual, archaeological, cultural) is suggested then to provide for the first time in academic studies a complete vision of all the fragmentary material records so as to collate them as a corpus. I assume that my own efforts may adequately indicate the signiПicance‚ and indeed the necessity‚ to enhance these artistic assets in order to remodel the Elymaean history and socio-cultural identity. Narrowing the gap in scholarship through the elaboration of a critical review‚ which is also refined by supplementary data from written sources and other prospects of the material attestation‚ a new general overview has been elaborated for this intriguing society.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34542215/thumb.png,,image,233550448,https://trove.nla.gov.au/work/233550448
"Metals in Agbogbloshie e-waste recycling site, Accra, Ghana: distribution, bioaccessibility and health risk assessment",2019,Michael Acka,"Due to the scarcity of information on the impacts of e-waste on terrestrial and aquatic systems, this study was designed to provide current and timely information on solid and aqueous phase contamination around two informal e-waste recycling sites in Agbogbloshie (Accra, Ghana) and Ashaiman (Tema, Ghana). Field procedures involved sampling 180 urban soil samples, 88 surface dust samples, 96 surface water samples, 21 sediment samples, 32 agricultural soils and 49 leafy vegetables in Agbogbloshie and control sites. Thirteen soil samples were collected in Ashaiman Fitter Line e-waste recycling site. Samples were analysed for total and bioaccessible metal concentrations and mineralogy. Elevated metal concentrations were found in soil and surface dust. Garden soil and leafy vegetables were not contaminated. Dissolved elements were found in small concentrations in the surface waters. Quartz was the dominant mineral in the dust, with albite, anglesite, calcite and tenorite. Bioavailability of metals in selected samples of floor dust, garden soils and leafy vegetables were determined using in vitro extraction employing simulated gastric solutions. Copper, zinc and lead were more bioaccessible in vegetables than in surface dust. Iron had the smallest bioaccessible fraction in both soil and vegetables. Lead in urban soils from burn area topsoils, burn area subsoils, dismantling area topsoils and dismantling area subsoils posed non-carcinogenic risks to children and adults in Agbogbloshie. Lead in soils from Ashaiman posed non-carcinogenic risks to children but not adults. Copper concentrations posed significant non-carcinogenic risks to children from burn area topsoils, burn area subsoils, dismantling area topsoils, and also in Ashaiman soil. Carcinogenic risks from arsenic ingestion of contaminated burn area subsoils and dismantling area topsoils was significant for children living in Agbogbloshie. Similarly, soils in Ashaiman posed carcinogenic risks to children living near the e-waste site.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34538771/thumb.png,,image,246344786,https://trove.nla.gov.au/work/246344786
"Armenia : a historical atlas / Robert H. Hewsen, Christopher C. Salvatico, cartographer-in-chief",2001,"Hewsen, Robert H",,http://www.loc.gov/catdir/enhancements/fy0642/99031955-t.html,held,image,32727166,https://trove.nla.gov.au/work/32727166
The cross in the visual culture of Christian Egypt: Byzantine to Fatimid eras,2018,Gillian Spalding-Stracey,"Egypt is better known for pharaohs, and their legacy, than for Christianity. Yet, in the early centuries after Christ, the Christian monastic movement grew roots and took shape in Egypt. Early adopters of the new faith in Egypt contributed to the development of Christian contemplative life. More relevant to this study, they als oexpressed themselves through material culture. This thesis focuses on representations of the cross, that most fundamental symbol of the Christian faith. More specifically, it is an art historical exploration of the varied designs of the crosses of Christian Egypt, from the fourth to the twelfth century. The corpus, across the monastic landscape, is rich and diverse, reflecting the syncretistic society that commissioned and produced it. The designs are remarkable and sometimes unique. Representations occur in wall paintings, funerary sculpture, architectural features in stone and wood, and on a wide range of domestic and liturgical objects. The study commences with a survey of monastic sites across Egypt, and the identification of significant crosses, acknowledging that the size of the corpus has been diminished by many factors including deliberate destruction, questionable excavation methods of early archaeologists and bounty hunters, ongoing infrastructure projects and the pressures of population. Nonetheless, the thesis is underpinned by a collection of around four hundred images, sourced mainly from archaeological reports and museum collections, which has allowed the designs to be analysed. The image collection has been essential to the project. Through it a typology based on design elements has been proposed. The likely influences apparent in the images have been examined and the symbolism of the motifs accompanying the crosses have been explored. Settings and contexts in which the varied designs occur have also been analysed. Designs have been charted against a timeline, and maps showing the distribution of types have been created to support the text.",https://ndownloader.figshare.com/files/34536386/preview/34536386/thumb.png,,image,232778409,https://trove.nla.gov.au/work/232778409
"Armenia : a historical atlas / Robert H. Hewsen, ; Christopher C. Salvatico, cartographer-in-chief",2001,"Hewsen, Robert H., 1934-2018.",,https://trove.nla.gov.au/work/263561636,F 911.4756 HEW,image,263561636,https://trove.nla.gov.au/work/263561636
Romanization in Syria-Palestine in the late republic and early empire,1986,Robyn Tracey,"My previous thesis, submitted for a degree of Master of Arts with Honours, School of History, Philosophy and Politics, Macquarie University, 1981, established the methodological basis for the present study, in particular differentiating between Romanization the deliberate policy and Romanization the effect, providing a working definition of ""Romanization"", and distinguishing three major degrees of Romanization, superimposition, imitation and creative response; it also established the significance in terms of Romanization for the purpose of the study of a number of contentious type fossils, and determined the intrinsic limitations of the various types of evidence. -- The present thesis proceeds from this to investigate Romanization the effect in the Syrian lands, its primary aim being to demonstrate that a minimum amount of Romanization did occur. The first five chapters delineate the course of the process of Romanization from its beginning to the end of what may be termed its formative phase, dividing suitably dated material into seven Periods, from the first known contact between Rome and Syria to the death of Caracalla, in order to chart its progress; the most significant trends which emerge during this timespan and continue beyond it are dealt with in a brief Epilogue. This same evidence is then reunited with the material which cannot be dated closely enough for chronological treatment (a large proportion of the total) in a final chapter, and studied according to the aspect of life to which it pertains, in order to make some assessment of the overall minimum impact of Rome on the culture of the area, and to gain some insight into the nature of this impact.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34535603/thumb.png,,image,250661722,https://trove.nla.gov.au/work/250661722
Artaxerxes II,2015,John Shannahan,"This thesis codifies what is known of events under Artaxerxes II in order to expand our understanding of the man and his reign. A secondary purpose of the thesis is to assess the validity of the negative image of Artaxerxes II which has persisted in modern literature. In the author’s opinion, Artaxerxes II has been unfairly maligned. The thesis contends that the information available for Artaxerxes II’s reign has been underutilised in scholarship up to this point. Although the sources are fragmented and challenging, Artaxerxes II can be seen to have deftly manipulated the Greeks while furthering his own aims. Thus, this work presents a critical re-appraisal of the hostile Greek and Roman sources, combined with a new study of numismatic evidence. This involves re-evaluation of scholarship focused on the eastern Mediterranean during the fourth century, and the standard interpretations of interaction between the Greek world and the Achaemenid Empire under Artaxerxes II. The reassessment here works chronologically through his reign. This begins with an analysis of the information for Artaxerxes II’s early life and reign. The second chapter presents the evidence for the Persian response to the Spartan incursions of the 390s, including a thesis for a partnership with Athens to continue beyond the decade. It then presents a revised chronology of the 380s, and an account of the Egyptian campaign of the 370s and its diplomatic vanguard in the 375/4 King’s Peace rescript. The final chapter argues that the Satraps’ Revolt does not necessitate the rejection of evidence arbitrarily, as current interpretations do. The evidence can be read coherently. In the midst of these discussions, the thesis challenges the notion that Artaxerxes II was distant and afforded his satraps too much autonomy by highlighting the ways local administrators engaged with his imperial ideology through coin types.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34543337/thumb.png,DS284.4 .S53 2015,image,200514077,https://trove.nla.gov.au/work/200514077
"Lead (Pb) contamination in low- and middle-income countries: exposures, outcomes and mitigation",2019,Bret Ericson,"Human lead exposure contributes to a number of adverse health and social outcomes. The most significant historical source of exposure was the addition to tetraethyl lead (TEL) to petrol throughout the 20th century, which resulted in widespread contamination of human and natural environments. By the early 21st century nearly all countries had taken steps to phase out the use of TEL. Subsequent biological assessments of humans have universally shown significant and rapid declines in lead concentrations, typically measured in blood. In high income countries, the declines were particularly substantial. In the United States, for example, mean blood lead levels (BLLs) are currently < 1 μg/dL compared to > 15 μg/dL before the 1976 phase out. In contrast BLLs in low- and middle-income countries (LMICs )have remained elevated, with national mean BLLs above 5 μg/dL in multiple locations. Despite this, little is known about the continued nature and extent of lead exposure in LMICs. This thesis sought to characterize sources of human lead exposure in LMICs, quantify their impact, and propose methods of mitigation. It is comprised of 12 studies arranged in three chapters along these themes. In the first chapter, sources of human lead exposure in LMICs were evaluated through a systematic literature review and in situ assessment. In the second chapter, the attributable disease burden of some of those sources was quantified using common public health metrics, primarily Disability Adjusted Life Years (DALYs). Finally, in the third chapter, mitigation case studies were executed in three different countries and evaluated for their efficacy. The thesis contends that lead exposure in LMICs is primarily industrial in nature and results in a larger disease burden than is currently estimated. In addition it argues that cost effective measures exist to mitigate some of the more significant sources of exposure.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34525358/thumb.png,,image,247481488,https://trove.nla.gov.au/work/247481488
"Assessing the drivers, policies and measures that affect greenhouse gas emissions: an econometric analysis",2019,Samuel Asumadu-Sarkodie,"As a contribution to the global debate on mitigating climate change and its impacts, this thesis examined the drivers of greenhouse gas emissions using an econometric approach.The investigation of the nexus between environmental pollution economic growth in Africa confirms the validity of the EKC hypothesis in Africa at a turning point of US$ 5,702 GDP per capita. However, the nexus between environmental degradation and economic growth reveals a U shape at a lower bound GDP of US$ 101/capita and upperbound GDP of US$ 8,050/capita, at a turning point of US$ 7,958 GDP per capita, confirming the scale effect hypothesis. The empirical findings revealed that energy consumption, food production, economic growth, permanent crop, agricultural land,environmental pollution, birth rate, and fertility rate play a major role in environmental degradation and pollution in Africa, thus, supporting the global indicators for achieving the Sustainable Development Goals by 2030. In accordance with the Sustainable Development Goal 17 of improving global partnership for sustainable development, we examined the effect of foreign direct investment inflows, economic development, and energy consumption on greenhouse gas emissions from 1982-2016 for the top five emitters of greenhouse gas emissions from fuel combustion in the developing countries, namely; China, India, Iran, Indonesia and South Africa. The study employed a panel data regression with Driscoll-Kraay standard errors, U test estimation approach and panel quantile regression with non-additive fixed-effects. The study found a strong positive effect of energy consumption on greenhouse gas emissions and confirmed the validity of the pollution haven hypothesis. The environmental Kuznets curve hypothesis is valid for China and Indonesia at a turning point of US$ 6,014 and US$ 2,999; second, a U-shape relationship is valid for India and South Africa at a turning point of US$ 1,476 and US$ 7,573. Foreign direct investment inflows with clean technological transfer and improvement in labor and environmental management practices will help developing countries to achieve the sustainable development goals. Mitigation of greenhouse gas emissions depends on enhanced energy efficiency, adoption of clean and modern energy technologies, such as renewable energy, nuclear, and the utilization of carbon capture and storage for fossil fuel and biomass energy generation processes. To examine the factors contributing to adverse greenhouse gas emission and economic impacts relative to their development, we examined the EKC and Environmental Sustainability curve hypotheses for Australia, China, Ghana and the USA from 1971-2013. The study revealed that a decline of carbon dioxide emissions in developed countries can be attributed to a paradigm shift and structural change from high-energy intensive and carbon-intensive industries to services and information-intensive industries. The increasing levels of carbon dioxide emissions in developing and least developing countries can be attributed to the economy driven agriculture, transport, and services. Environmental policies and regulations in developing and least developing countries are weaker compared to developed countries, as such, they become a haven for high-energy and carbon-intensive industries. The high awareness of environmental sustainability, technological advancement, stringent environmental regulations and policies in developed countries result in a decline in energy intensity and a decline in carbon dioxide emissions. The Environmental Sustainability Curve hypothesis shows that the affecting factors include economic growth, energy consumption patterns and carbon dioxide emissions. The study reveals electric power consumption as the main contributor of energy intensity in the selected countries. Decoupling economic growth from electric power consumption and improving energy efficiency in China, Ghana, Australia, and the USA will enhance energy security and decline the economic related dynamics and activities on the environment.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34529963/thumb.png,,image,247765004,https://trove.nla.gov.au/work/247765004
The growth and development of Albury-Wodonga 1972-2006: united and divided,2012,Clara Stein,"Albury and Wodonga are contiguous twin towns astride the Murray River the border between New South Wales and Victoria and at a casual glance appear to be functioning as one town. In 1972 the Federal Labor Whitlam government and the States of Victoria and New South Wales established the Albury-Wodonga Growth Centre and appointed the Albury-Wodonga Development Corporation to plan and develop the project which included the building of two new satellite towns, Thurgoona and Baranduda. The Growth Centre policy is underpinned by the popular Growth Poles and Growth Centre theories of the day, which were circulating in Europe and North America. Albury and Wodonga were selected for development as a Growth Centre as they had already shown evidence of economic development and population growth. The theories of spatial concentration, industrial location, and regional agglomeration explain the development of the Growth Centre over three historical periods in Australia including the end of the Long Boom which encompasses the Whitlam years, the lead up to and the restructuring of the Australian economy by the Hawke-Keating governments (1976-1991), and the return to prosperity under the Howard government (1996-2006). Three issues were examined in this thesis. First, the reasons why Albury-Wodonga continued to grow in its unique way as an inland centre. Second, the role of the cross border location in generating reasons for growth and creating anomalies. Third an understanding of the brief and unique Federal intervention which has shaped Albury-Wodonga. The development of the Albury-Wodonga Growth Centre has been the first and last occasion, in the past forty years, that the Federal government has directly intervened in State regional affairs. Fieldwork provided a contemporary narrative from stakeholders in the Growth Centre about events over the three historic periods and the impact of anomalies on commerce, industry and residents. The thesis attempts to add to the research about internal borders and inland centres in Australia...",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34537994/thumb.png,,image,250661667,https://trove.nla.gov.au/work/250661667
"Superstition, sin and subversion: maritime culture in Constantinople and port cities of the East in Late Antiquity and Early Byzantium",2017,Janet Wade,"The importance of sea-going trade to the Late Antique economy is widely recognised in scholarship, yet the people associated with this trade and its social impact are often overlooked. The sea played a significant social and cultural role in the lives, traditions and psyche of those living in and around the Mediterranean and Black Sea regions. In large port cities like Constantinople and Alexandria, the maritime community must have had a substantial effect on everyday life, culture and social dynamics. This thesis examines the people and professions which comprised maritime society. It looks at leisure establishments such as taverns, theatres, baths and brothels, and at those who worked in them, servicing mariners when they were onshore. Civil and maritime legislation, literary sources and archaeological evidence are investigated to conduct a sociological study of maritime society, its associated culture, and its influence on general society in the fourth to seventh centuries. The idea that members of the maritime community were collectively viewed as outsiders on the periphery of society is explored. So too is the role of sailors and sea-merchants in lower-class leisure culture in urban centres. Distinguishing features of maritime sub-culture are considered, including seafaring superstitions, traditions and practices. The role of maritime society in episodes of unrest is also investigated. Mariners provided strong-arm support for religious and political leaders, displayed a natural propensity for trouble, and were the perfect recruits for a range of uprisings. Importantly, the maritime community also facilitated communication networks that enabled institutions like the Church and circus factions to function as successful empire-wide organisations. Maritime sub-culture may have been an undesirable element of society, yet it was a significant one. It helped to shape the nature of Late Antique and Early Byzantine society and culture; even in Constantinople, the Queen of Cities.",https://s3-eu-west-1.amazonaws.com/ppreviews-mq-1876844150/34542752/thumb.png,,image,235257829,https://trove.nla.gov.au/work/235257829
"Big history: the role of universal Darwinism, collective learning, & the rise of complexity in the longue durée",2015,David Baker,"This thesis demonstrates how the annaliste schools search for broad trends over a few centuries can be connected to Big Historys search for broad trends over 13.8 billion years. The rise of complexity through Universal Darwinism is linked to the annaliste idea of population cycles by the idea of collective learning - which is itself part of the Darwinian process of cultural evolution. On this basis, the macro and micro trends of history are connected. At one end, annaliste population cycles influenced the events of conventional history 5000 to 250 years ago by profoundly influencing the rise and decline of living standards, population numbers, elite incomes, and sociopolitical instability. The Big History concept of collective learning explains both why those population cycles occurred in agrarian civilisations and why there was a transition to the Industrial Revolution, since accumulation of knowledge raised the carrying capacity of the human population, and thus the number of potential innovators. I also examine periods when severe population decline caused accumulated knowledge and the carrying capacity to decline. The carrying capacity has a profound influence on all stages of human history. This work extends the chronology of human history back to 200,000 years of hunter-gatherers and 2 million years of hominine evolution, in which collective learning also played a role in population growth. Collective learning is itself a form of cultural evolution, which is in turn a manifestation of the Darwinian algorithm. The latter is a process of random variation and non-random selection that raises the free energy rate density or complexity of certain areas of the Universe: from culture, to biology, to chemicals and minerals, to stellar elements, and the theoretical formation of multiple universes. A portion of this thesis is given over to the role of the Darwinian algorithm in these processes and also to showing how the grand narrative of Big History and even the events of human history are part of the broadest trend of rising complexity in the Universe.",https://ndownloader.figshare.com/files/34545293/preview/34545293/thumb.png,D16.9 .B35 2015,image,198419128,https://trove.nla.gov.au/work/198419128
Historic maps of Armenia : the cartographic heritage / Rouben Galichian ; preface by Christopher J. Walker,2004,"Galichian, Rouben",,http://www.loc.gov/catdir/enhancements/fy0628/2005633187-t.html,held,image,29371531,https://trove.nla.gov.au/work/29371531
